sample_id	raw_file_name	quant_type	source_column	plate	well	replicate_letter	ip_name	bait_name	condition	is_control	replicate_group	keep	notes
b9143	b9143.raw	Intensity	Intensity b9143	81045PEI	A02	B	b9143	RAB28	81045PEI	N	RAB28__81045PEI	Y	auto_filled_from_archiveSummary
b9144	b9144.raw	Intensity	Intensity b9144	81045PEI	A01	B	b9144	ZNF428	81045PEI	N	ZNF428__81045PEI	Y	auto_filled_from_archiveSummary
b9149	b9149.raw	Intensity	Intensity b9149	81045PEI	E11	B	b9149	OAZ3	81045PEI	N	OAZ3__81045PEI	Y	auto_filled_from_archiveSummary
b9151	b9151.raw	Intensity	Intensity b9151	81045PEI	E09	B	b9151	HIST1H1E	81045PEI	N	HIST1H1E__81045PEI	Y	auto_filled_from_archiveSummary
b9152	b9152.raw	Intensity	Intensity b9152	81045PEI	E08	B	b9152	CRYBB3	81045PEI	N	CRYBB3__81045PEI	Y	auto_filled_from_archiveSummary
b9165	b9165.raw	Intensity	Intensity b9165	81045PEI	E02	B	b9165	PRR16	81045PEI	N	PRR16__81045PEI	Y	auto_filled_from_archiveSummary
b9166	b9166.raw	Intensity	Intensity b9166	81045PEI	E01	B	b9166	NKAIN4	81045PEI	N	NKAIN4__81045PEI	Y	auto_filled_from_archiveSummary
b9168	b9168.raw	Intensity	Intensity b9168	81045PEI	H02	A	b9168	C11orf85	81045PEI	N	C11orf85__81045PEI	Y	auto_filled_from_archiveSummary
b9169	b9169.raw	Intensity	Intensity b9169	81045PEI	H03	A	b9169	CD79A	81045PEI	N	CD79A__81045PEI	Y	auto_filled_from_archiveSummary
b9170	b9170.raw	Intensity	Intensity b9170	81045PEI	H04	A	b9170	TICAM2	81045PEI	N	TICAM2__81045PEI	Y	auto_filled_from_archiveSummary
b9171	b9171.raw	Intensity	Intensity b9171	81045PEI	H05	A	b9171	BCL2L2	81045PEI	N	BCL2L2__81045PEI	Y	auto_filled_from_archiveSummary
b9172	b9172.raw	Intensity	Intensity b9172	81045PEI	H07	A	b9172	C9orf106	81045PEI	N	C9orf106__81045PEI	Y	auto_filled_from_archiveSummary
b9173	b9173.raw	Intensity	Intensity b9173	81045PEI	H08	A	b9173	C3orf43	81045PEI	N	C3orf43__81045PEI	Y	auto_filled_from_archiveSummary
b9174	b9174.raw	Intensity	Intensity b9174	81045PEI	H09	A	b9174	C18orf21	81045PEI	N	C18orf21__81045PEI	Y	auto_filled_from_archiveSummary
b9175	b9175.raw	Intensity	Intensity b9175	81045PEI	H10	A	b9175	C19orf39	81045PEI	N	C19orf39__81045PEI	Y	auto_filled_from_archiveSummary
b9176	b9176.raw	Intensity	Intensity b9176	81045PEI	H11	A	b9176	REEP1	81045PEI	N	REEP1__81045PEI	Y	auto_filled_from_archiveSummary
b9187	b9187.raw	Intensity	Intensity b9187	81045PEI	G10	B	b9187	ASB14	81045PEI	N	ASB14__81045PEI	Y	auto_filled_from_archiveSummary
b9188	b9188.raw	Intensity	Intensity b9188	81045PEI	G07	B	b9188	OFCC1	81045PEI	N	OFCC1__81045PEI	Y	auto_filled_from_archiveSummary
b9189	b9189.raw	Intensity	Intensity b9189	81045PEI	G04	B	b9189	SYNGR4	81045PEI	N	SYNGR4__81045PEI	Y	auto_filled_from_archiveSummary
b9190	b9190.raw	Intensity	Intensity b9190	81045PEI	G03	B	b9190	C12orf69	81045PEI	N	C12orf69__81045PEI	Y	auto_filled_from_archiveSummary
b9193	b9193.raw	Intensity	Intensity b9193	81045PEI	D11	B	b9193	RWDD4	81045PEI	N	RWDD4__81045PEI	Y	auto_filled_from_archiveSummary
b9195	b9195.raw	Intensity	Intensity b9195	81045PEI	D08	B	b9195	ZNF586	81045PEI	N	ZNF586__81045PEI	Y	auto_filled_from_archiveSummary
b9213	b9213.raw	Intensity	Intensity b9213	81094	C03	A	b9213	FGFRL1	81094	N	FGFRL1__81094	Y	auto_filled_from_archiveSummary
b9216	b9216.raw	Intensity	Intensity b9216	81094	C07	A	b9216	PRCC	81094	N	PRCC__81094	Y	auto_filled_from_archiveSummary
b9217	b9217.raw	Intensity	Intensity b9217	81094	C09	A	b9217	GCM2	81094	N	GCM2__81094	Y	auto_filled_from_archiveSummary
b9218	b9218.raw	Intensity	Intensity b9218	81094	C12	A	b9218	SASS6	81094	N	SASS6__81094	Y	auto_filled_from_archiveSummary
b9222	b9222.raw	Intensity	Intensity b9222	81094	D02	A	b9222	NMD3	81094	N	NMD3__81094	Y	auto_filled_from_archiveSummary
b9223	b9223.raw	Intensity	Intensity b9223	81094	D04	A	b9223	ZNF512	81094	N	ZNF512__81094	Y	auto_filled_from_archiveSummary
b9224	b9224.raw	Intensity	Intensity b9224	81094	D06	A	b9224	ATF2	81094	N	ATF2__81094	Y	auto_filled_from_archiveSummary
b9225	b9225.raw	Intensity	Intensity b9225	81094	D07	A	b9225	USP14	81094	N	USP14__81094	Y	auto_filled_from_archiveSummary
b9226	b9226.raw	Intensity	Intensity b9226	81094	D08	A	b9226	PRPF19	81094	N	PRPF19__81094	Y	auto_filled_from_archiveSummary
b9227	b9227.raw	Intensity	Intensity b9227	81094	D09	A	b9227	TBC1D22B	81094	N	TBC1D22B__81094	Y	auto_filled_from_archiveSummary
b9228	b9228.raw	Intensity	Intensity b9228	81094	D10	A	b9228	PRPF31	81094	N	PRPF31__81094	Y	auto_filled_from_archiveSummary
b9229	b9229.raw	Intensity	Intensity b9229	81094	D11	A	b9229	FSCN2	81094	N	FSCN2__81094	Y	auto_filled_from_archiveSummary
b9230	b9230.raw	Intensity	Intensity b9230	81094	D12	A	b9230	RSL1D1	81094	N	RSL1D1__81094	Y	auto_filled_from_archiveSummary
b9233	b9233.raw	Intensity	Intensity b9233	81094	E01	A	b9233	ZC3HC1	81094	N	ZC3HC1__81094	Y	auto_filled_from_archiveSummary
b9234	b9234.raw	Intensity	Intensity b9234	81094	E02	A	b9234	EPB41L5	81094	N	EPB41L5__81094	Y	auto_filled_from_archiveSummary
b9235	b9235.raw	Intensity	Intensity b9235	81094	E04	A	b9235	LIPG	81094	N	LIPG__81094	Y	auto_filled_from_archiveSummary
b9236	b9236.raw	Intensity	Intensity b9236	81094	E05	A	b9236	AGXT2L1	81094	N	AGXT2L1__81094	Y	auto_filled_from_archiveSummary
b9237	b9237.raw	Intensity	Intensity b9237	81094	E06	A	b9237	CAMKV	81094	N	CAMKV__81094	Y	auto_filled_from_archiveSummary
b9238	b9238.raw	Intensity	Intensity b9238	81094	E07	A	b9238	ZSCAN5A	81094	N	ZSCAN5A__81094	Y	auto_filled_from_archiveSummary
b9239	b9239.raw	Intensity	Intensity b9239	81094	E08	A	b9239	FAM114A2	81094	N	FAM114A2__81094	Y	auto_filled_from_archiveSummary
b9240	b9240.raw	Intensity	Intensity b9240	81094	E09	A	b9240	TTC7A	81094	N	TTC7A__81094	Y	auto_filled_from_archiveSummary
b9241	b9241.raw	Intensity	Intensity b9241	81094	E10	A	b9241	LIPC	81094	N	LIPC__81094	Y	auto_filled_from_archiveSummary
b9242	b9242.raw	Intensity	Intensity b9242	81094	E11	A	b9242	ZNF517	81094	N	ZNF517__81094	Y	auto_filled_from_archiveSummary
b9243	b9243.raw	Intensity	Intensity b9243	81094	E12	A	b9243	PRKAG3	81094	N	PRKAG3__81094	Y	auto_filled_from_archiveSummary
b9247	b9247.raw	Intensity	Intensity b9247	81094	F09	B	b9247	AMIGO3	81094	N	AMIGO3__81094	Y	auto_filled_from_archiveSummary
b9248	b9248.raw	Intensity	Intensity b9248	81094	F08	B	b9248	HARS2	81094	N	HARS2__81094	Y	auto_filled_from_archiveSummary
b9249	b9249.raw	Intensity	Intensity b9249	81094	F07	B	b9249	CDC20	81094	N	CDC20__81094	Y	auto_filled_from_archiveSummary
b9250	b9250.raw	Intensity	Intensity b9250	81094	F05	B	b9250	SLC2A6	81094	N	SLC2A6__81094	Y	auto_filled_from_archiveSummary
b9251	b9251.raw	Intensity	Intensity b9251	81094	F04	B	b9251	WASL	81094	N	WASL__81094	Y	auto_filled_from_archiveSummary
b9252	b9252.raw	Intensity	Intensity b9252	81094	F03	B	b9252	PSMD5	81094	N	PSMD5__81094	Y	auto_filled_from_archiveSummary
b9253	b9253.raw	Intensity	Intensity b9253	81094	F02	B	b9253	KLHL29	81094	N	KLHL29__81094	Y	auto_filled_from_archiveSummary
b9254	b9254.raw	Intensity	Intensity b9254	81094	F01	B	b9254	ALDH1L1	81094	N	ALDH1L1__81094	Y	auto_filled_from_archiveSummary
b9257	b9257.raw	Intensity	Intensity b9257	81094	H02	A	b9257	CYP2S1	81094	N	CYP2S1__81094	Y	auto_filled_from_archiveSummary
b9258	b9258.raw	Intensity	Intensity b9258	81094	H03	A	b9258	PNPLA2	81094	N	PNPLA2__81094	Y	auto_filled_from_archiveSummary
b9259	b9259.raw	Intensity	Intensity b9259	81094	H04	A	b9259	TEKT3	81094	N	TEKT3__81094	Y	auto_filled_from_archiveSummary
b9260	b9260.raw	Intensity	Intensity b9260	81094	H05	A	b9260	CCDC88C	81094	N	CCDC88C__81094	Y	auto_filled_from_archiveSummary
b9262	b9262.raw	Intensity	Intensity b9262	81094	H07	A	b9262	SLC2A5	81094	N	SLC2A5__81094	Y	auto_filled_from_archiveSummary
b9264	b9264.raw	Intensity	Intensity b9264	81094	H09	A	b9264	UBAP1	81094	N	UBAP1__81094	Y	auto_filled_from_archiveSummary
b9265	b9265.raw	Intensity	Intensity b9265	81094	H10	A	b9265	NEU4	81094	N	NEU4__81094	Y	auto_filled_from_archiveSummary
b9354	b9354.raw	Intensity	Intensity b9354	81110	B01	A	b9354	RNF6	81110	N	RNF6__81110	Y	auto_filled_from_archiveSummary
b9355	b9355.raw	Intensity	Intensity b9355	81110	B02	A	b9355	NCSTN	81110	N	NCSTN__81110	Y	auto_filled_from_archiveSummary
b9356	b9356.raw	Intensity	Intensity b9356	81110	B04	A	b9356	ACSBG2	81110	N	ACSBG2__81110	Y	auto_filled_from_archiveSummary
b9357	b9357.raw	Intensity	Intensity b9357	81110	B05	A	b9357	KIF2B	81110	N	KIF2B__81110	Y	auto_filled_from_archiveSummary
b9358	b9358.raw	Intensity	Intensity b9358	81110	B06	A	b9358	BMX	81110	N	BMX__81110	Y	auto_filled_from_archiveSummary
b9359	b9359.raw	Intensity	Intensity b9359	81110	B07	A	b9359	LZTS2	81110	N	LZTS2__81110	Y	auto_filled_from_archiveSummary
b9360	b9360.raw	Intensity	Intensity b9360	81110	B08	A	b9360	DPYSL3	81110	N	DPYSL3__81110	Y	auto_filled_from_archiveSummary
b9361	b9361.raw	Intensity	Intensity b9361	81110	B10	A	b9361	FANCM	81110	N	FANCM__81110	Y	auto_filled_from_archiveSummary
b9362	b9362.raw	Intensity	Intensity b9362	81110	B11	A	b9362	PRDM1	81110	N	PRDM1__81110	Y	auto_filled_from_archiveSummary
b9363	b9363.raw	Intensity	Intensity b9363	81110	B12	A	b9363	PLK1S1	81110	N	PLK1S1__81110	Y	auto_filled_from_archiveSummary
b9366	b9366.raw	Intensity	Intensity b9366	81110	A12	B	b9366	ALOX5	81110	N	ALOX5__81110	Y	auto_filled_from_archiveSummary
b9367	b9367.raw	Intensity	Intensity b9367	81110	A11	B	b9367	SLC39A12	81110	N	SLC39A12__81110	Y	auto_filled_from_archiveSummary
b9369	b9369.raw	Intensity	Intensity b9369	81110	A08	B	b9369	VASN	81110	N	VASN__81110	Y	auto_filled_from_archiveSummary
b9370	b9370.raw	Intensity	Intensity b9370	81110	A07	B	b9370	KIF22	81110	N	KIF22__81110	Y	auto_filled_from_archiveSummary
b9371	b9371.raw	Intensity	Intensity b9371	81110	A06	B	b9371	FLRT1	81110	N	FLRT1__81110	Y	auto_filled_from_archiveSummary
b9372	b9372.raw	Intensity	Intensity b9372	81110	A05	B	b9372	NALCN	81110	N	NALCN__81110	Y	auto_filled_from_archiveSummary
b9373	b9373.raw	Intensity	Intensity b9373	81110	A03	B	b9373	LIMK2	81110	N	LIMK2__81110	Y	auto_filled_from_archiveSummary
b9374	b9374.raw	Intensity	Intensity b9374	81110	A02	B	b9374	FAM190A	81110	N	FAM190A__81110	Y	auto_filled_from_archiveSummary
b9375	b9375.raw	Intensity	Intensity b9375	81110	A01	B	b9375	FAM189B	81110	N	FAM189B__81110	Y	auto_filled_from_archiveSummary
b9379	b9379.raw	Intensity	Intensity b9379	81110	D02	A	b9379	CD6	81110	N	CD6__81110	Y	auto_filled_from_archiveSummary
b9380	b9380.raw	Intensity	Intensity b9380	81110	D03	A	b9380	CIRH1A	81110	N	CIRH1A__81110	Y	auto_filled_from_archiveSummary
b9381	b9381.raw	Intensity	Intensity b9381	81110	D04	A	b9381	GFPT2	81110	N	GFPT2__81110	Y	auto_filled_from_archiveSummary
b9382	b9382.raw	Intensity	Intensity b9382	81110	D05	A	b9382	FBXL5	81110	N	FBXL5__81110	Y	auto_filled_from_archiveSummary
b9383	b9383.raw	Intensity	Intensity b9383	81110	D06	A	b9383	FBXO30	81110	N	FBXO30__81110	Y	auto_filled_from_archiveSummary
b9384	b9384.raw	Intensity	Intensity b9384	81110	D07	A	b9384	HSPA9	81110	N	HSPA9__81110	Y	auto_filled_from_archiveSummary
b9386	b9386.raw	Intensity	Intensity b9386	81110	D10	A	b9386	LCA5L	81110	N	LCA5L__81110	Y	auto_filled_from_archiveSummary
b9387	b9387.raw	Intensity	Intensity b9387	81110	D11	A	b9387	PCDHA10	81110	N	PCDHA10__81110	Y	auto_filled_from_archiveSummary
b9388	b9388.raw	Intensity	Intensity b9388	81110	D12	A	b9388	PRKCA	81110	N	PRKCA__81110	Y	auto_filled_from_archiveSummary
b9391	b9391.raw	Intensity	Intensity b9391	81110	C12	B	b9391	ABCG8	81110	N	ABCG8__81110	Y	auto_filled_from_archiveSummary
b9392	b9392.raw	Intensity	Intensity b9392	81110	C11	B	b9392	DNA2	81110	N	DNA2__81110	Y	auto_filled_from_archiveSummary
b9393	b9393.raw	Intensity	Intensity b9393	81110	C09	B	b9393	DBF4	81110	N	DBF4__81110	Y	auto_filled_from_archiveSummary
b9394	b9394.raw	Intensity	Intensity b9394	81110	C05	B	b9394	HBS1L	81110	N	HBS1L__81110	Y	auto_filled_from_archiveSummary
b9395	b9395.raw	Intensity	Intensity b9395	81110	C04	B	b9395	BBS7	81110	N	BBS7__81110	Y	auto_filled_from_archiveSummary
b9396	b9396.raw	Intensity	Intensity b9396	81110	C03	B	b9396	SLC20A1	81110	N	SLC20A1__81110	Y	auto_filled_from_archiveSummary
b9401	b9401.raw	Intensity	Intensity b9401	81110	E12	B	b9401	CAPN13	81110	N	CAPN13__81110	Y	auto_filled_from_archiveSummary
b9402	b9402.raw	Intensity	Intensity b9402	81110	E11	B	b9402	TRPM8	81110	N	TRPM8__81110	Y	auto_filled_from_archiveSummary
b9403	b9403.raw	Intensity	Intensity b9403	81110	E10	B	b9403	KIF2A	81110	N	KIF2A__81110	Y	auto_filled_from_archiveSummary
b9404	b9404.raw	Intensity	Intensity b9404	81110	E09	B	b9404	DDX31	81110	N	DDX31__81110	Y	auto_filled_from_archiveSummary
b9405	b9405.raw	Intensity	Intensity b9405	81110	E08	B	b9405	PRKG1	81110	N	PRKG1__81110	Y	auto_filled_from_archiveSummary
b9406	b9406.raw	Intensity	Intensity b9406	81110	E06	B	b9406	RHPN1	81110	N	RHPN1__81110	Y	auto_filled_from_archiveSummary
b9407	b9407.raw	Intensity	Intensity b9407	81110	E02	B	b9407	POLR3E	81110	N	POLR3E__81110	Y	auto_filled_from_archiveSummary
b9408	b9408.raw	Intensity	Intensity b9408	81110	E01	B	b9408	ACOX2	81110	N	ACOX2__81110	Y	auto_filled_from_archiveSummary
b9443	b9443.raw	Intensity	Intensity b9443	81110	F12	B	b9443	GIMAP8	81110	N	GIMAP8__81110	Y	auto_filled_from_archiveSummary
b9445	b9445.raw	Intensity	Intensity b9445	81110	F10	B	b9445	LRRC45	81110	N	LRRC45__81110	Y	auto_filled_from_archiveSummary
b9446	b9446.raw	Intensity	Intensity b9446	81110	F09	B	b9446	SLC25A13	81110	N	SLC25A13__81110	Y	auto_filled_from_archiveSummary
b9447	b9447.raw	Intensity	Intensity b9447	81110	F08	B	b9447	ESRP1	81110	N	ESRP1__81110	Y	auto_filled_from_archiveSummary
b9481	b9481.raw	Intensity	Intensity b9481	81045PEI	E10	C	b9481	CSN2	81045PEI	N	CSN2__81045PEI	Y	auto_filled_from_archiveSummary
b9482	b9482.raw	Intensity	Intensity b9482	81045PEI	E07	C	b9482	PRG3	81045PEI	N	PRG3__81045PEI	Y	auto_filled_from_archiveSummary
b9484	b9484.raw	Intensity	Intensity b9484	81045PEI	E05	C	b9484	SPATA12	81045PEI	N	SPATA12__81045PEI	Y	auto_filled_from_archiveSummary
b9486	b9486.raw	Intensity	Intensity b9486	81045PEI	E03	C	b9486	DKK4	81045PEI	N	DKK4__81045PEI	Y	auto_filled_from_archiveSummary
b9487	b9487.raw	Intensity	Intensity b9487	81045PEI	F02	C	b9487	SCN3B	81045PEI	N	SCN3B__81045PEI	Y	auto_filled_from_archiveSummary
b9647	b9647.raw	Intensity	Intensity b9647	81110	G05	B	b9647	SCFD2	81110	N	SCFD2__81110	Y	auto_filled_from_archiveSummary
b9958	b9958.raw	Intensity	Intensity b9958	81110	C09	C	b9958	DBF4	81110	N	DBF4__81110	Y	auto_filled_from_archiveSummary
b9959	b9959.raw	Intensity	Intensity b9959	81110	E06	C	b9959	RHPN1	81110	N	RHPN1__81110	Y	auto_filled_from_archiveSummary
b9960	b9960.raw	Intensity	Intensity b9960	81110	E08	C	b9960	PRKG1	81110	N	PRKG1__81110	Y	auto_filled_from_archiveSummary
b9962	b9962.raw	Intensity	Intensity b9962	81110	F05	A	b9962	ANXA6	81110	N	ANXA6__81110	Y	auto_filled_from_archiveSummary
j10274	j10274.raw	Intensity	Intensity j10274	81045PEI	A01	A	j10274	ZNF428	81045PEI	N	ZNF428__81045PEI	Y	auto_filled_from_archiveSummary
j10275	j10275.raw	Intensity	Intensity j10275	81045PEI	A02	A	j10275	RAB28	81045PEI	N	RAB28__81045PEI	Y	auto_filled_from_archiveSummary
j10277	j10277.raw	Intensity	Intensity j10277	81045PEI	A04	A	j10277	EXOG	81045PEI	N	EXOG__81045PEI	Y	auto_filled_from_archiveSummary
j10279	j10279.raw	Intensity	Intensity j10279	81045PEI	A07	A	j10279	LIM2	81045PEI	N	LIM2__81045PEI	Y	auto_filled_from_archiveSummary
j10280	j10280.raw	Intensity	Intensity j10280	81045PEI	A09	A	j10280	TM2D2	81045PEI	N	TM2D2__81045PEI	Y	auto_filled_from_archiveSummary
j10281	j10281.raw	Intensity	Intensity j10281	81045PEI	A10	A	j10281	PRR20A	81045PEI	N	PRR20A__81045PEI	Y	auto_filled_from_archiveSummary
j10282	j10282.raw	Intensity	Intensity j10282	81045PEI	A11	A	j10282	UBAC2	81045PEI	N	UBAC2__81045PEI	Y	auto_filled_from_archiveSummary
j10286	j10286.raw	Intensity	Intensity j10286	81045PEI	E01	A	j10286	NKAIN4	81045PEI	N	NKAIN4__81045PEI	Y	auto_filled_from_archiveSummary
j10287	j10287.raw	Intensity	Intensity j10287	81045PEI	E02	A	j10287	PRR16	81045PEI	N	PRR16__81045PEI	Y	auto_filled_from_archiveSummary
j10288	j10288.raw	Intensity	Intensity j10288	81045PEI	E03	A	j10288	DKK4	81045PEI	N	DKK4__81045PEI	Y	auto_filled_from_archiveSummary
j10290	j10290.raw	Intensity	Intensity j10290	81045PEI	E05	A	j10290	SPATA12	81045PEI	N	SPATA12__81045PEI	Y	auto_filled_from_archiveSummary
j10292	j10292.raw	Intensity	Intensity j10292	81045PEI	E07	A	j10292	PRG3	81045PEI	N	PRG3__81045PEI	Y	auto_filled_from_archiveSummary
j10293	j10293.raw	Intensity	Intensity j10293	81045PEI	E08	A	j10293	CRYBB3	81045PEI	N	CRYBB3__81045PEI	Y	auto_filled_from_archiveSummary
j10294	j10294.raw	Intensity	Intensity j10294	81045PEI	E09	A	j10294	HIST1H1E	81045PEI	N	HIST1H1E__81045PEI	Y	auto_filled_from_archiveSummary
j10295	j10295.raw	Intensity	Intensity j10295	81045PEI	E10	A	j10295	CSN2	81045PEI	N	CSN2__81045PEI	Y	auto_filled_from_archiveSummary
j10296	j10296.raw	Intensity	Intensity j10296	81045PEI	E11	A	j10296	OAZ3	81045PEI	N	OAZ3__81045PEI	Y	auto_filled_from_archiveSummary
j10300	j10300.raw	Intensity	Intensity j10300	81045PEI	C12	B	j10300	MAU2	81045PEI	N	MAU2__81045PEI	Y	auto_filled_from_archiveSummary
j10302	j10302.raw	Intensity	Intensity j10302	81045PEI	C10	B	j10302	CRP	81045PEI	N	CRP__81045PEI	Y	auto_filled_from_archiveSummary
j10303	j10303.raw	Intensity	Intensity j10303	81045PEI	C09	B	j10303	MOBKL2C	81045PEI	N	MOBKL2C__81045PEI	Y	auto_filled_from_archiveSummary
j10304	j10304.raw	Intensity	Intensity j10304	81045PEI	C08	B	j10304	TNNI3	81045PEI	N	TNNI3__81045PEI	Y	auto_filled_from_archiveSummary
j10306	j10306.raw	Intensity	Intensity j10306	81045PEI	C05	B	j10306	IFNA4	81045PEI	N	IFNA4__81045PEI	Y	auto_filled_from_archiveSummary
j10307	j10307.raw	Intensity	Intensity j10307	81045PEI	C04	B	j10307	TTLL9	81045PEI	N	TTLL9__81045PEI	Y	auto_filled_from_archiveSummary
j10309	j10309.raw	Intensity	Intensity j10309	81045PEI	C02	B	j10309	SOCS3	81045PEI	N	SOCS3__81045PEI	Y	auto_filled_from_archiveSummary
j10310	j10310.raw	Intensity	Intensity j10310	81045PEI	C01	B	j10310	RAB15	81045PEI	N	RAB15__81045PEI	Y	auto_filled_from_archiveSummary
j10313	j10313.raw	Intensity	Intensity j10313	81045PEI	F11	B	j10313	CNTF	81045PEI	N	CNTF__81045PEI	Y	auto_filled_from_archiveSummary
j10314	j10314.raw	Intensity	Intensity j10314	81045PEI	F10	B	j10314	SULT1C4	81045PEI	N	SULT1C4__81045PEI	Y	auto_filled_from_archiveSummary
j10315	j10315.raw	Intensity	Intensity j10315	81045PEI	F09	B	j10315	ARHGEF38	81045PEI	N	ARHGEF38__81045PEI	Y	auto_filled_from_archiveSummary
j10316	j10316.raw	Intensity	Intensity j10316	81045PEI	F08	B	j10316	BAG2	81045PEI	N	BAG2__81045PEI	Y	auto_filled_from_archiveSummary
j10317	j10317.raw	Intensity	Intensity j10317	81045PEI	F07	B	j10317	BCL7A	81045PEI	N	BCL7A__81045PEI	Y	auto_filled_from_archiveSummary
j10318	j10318.raw	Intensity	Intensity j10318	81045PEI	F06	B	j10318	IL29	81045PEI	N	IL29__81045PEI	Y	auto_filled_from_archiveSummary
j10319	j10319.raw	Intensity	Intensity j10319	81045PEI	F05	B	j10319	C9orf139	81045PEI	N	C9orf139__81045PEI	Y	auto_filled_from_archiveSummary
j10320	j10320.raw	Intensity	Intensity j10320	81045PEI	F04	B	j10320	HTR3D	81045PEI	N	HTR3D__81045PEI	Y	auto_filled_from_archiveSummary
j10327	j10327.raw	Intensity	Intensity j10327	81045PEI	B12	B	j10327	NEK2	81045PEI	N	NEK2__81045PEI	Y	auto_filled_from_archiveSummary
j10328	j10328.raw	Intensity	Intensity j10328	81045PEI	B11	B	j10328	IL22RA2	81045PEI	N	IL22RA2__81045PEI	Y	auto_filled_from_archiveSummary
j10330	j10330.raw	Intensity	Intensity j10330	81045PEI	B09	B	j10330	RAB5C	81045PEI	N	RAB5C__81045PEI	Y	auto_filled_from_archiveSummary
j10331	j10331.raw	Intensity	Intensity j10331	81045PEI	B08	B	j10331	DTD1	81045PEI	N	DTD1__81045PEI	Y	auto_filled_from_archiveSummary
j10332	j10332.raw	Intensity	Intensity j10332	81045PEI	B07	B	j10332	RAB41	81045PEI	N	RAB41__81045PEI	Y	auto_filled_from_archiveSummary
j10333	j10333.raw	Intensity	Intensity j10333	81045PEI	B06	B	j10333	IFNW1	81045PEI	N	IFNW1__81045PEI	Y	auto_filled_from_archiveSummary
j10334	j10334.raw	Intensity	Intensity j10334	81045PEI	B04	B	j10334	TMEM182	81045PEI	N	TMEM182__81045PEI	Y	auto_filled_from_archiveSummary
j10335	j10335.raw	Intensity	Intensity j10335	81045PEI	B03	B	j10335	RIT1	81045PEI	N	RIT1__81045PEI	Y	auto_filled_from_archiveSummary
j10336	j10336.raw	Intensity	Intensity j10336	81045PEI	B02	B	j10336	GJB7	81045PEI	N	GJB7__81045PEI	Y	auto_filled_from_archiveSummary
j10337	j10337.raw	Intensity	Intensity j10337	81045PEI	B01	B	j10337	YAF2	81045PEI	N	YAF2__81045PEI	Y	auto_filled_from_archiveSummary
j10342	j10342.raw	Intensity	Intensity j10342	81045PEI	G03	A	j10342	C12orf69	81045PEI	N	C12orf69__81045PEI	Y	auto_filled_from_archiveSummary
j10343	j10343.raw	Intensity	Intensity j10343	81045PEI	G04	A	j10343	SYNGR4	81045PEI	N	SYNGR4__81045PEI	Y	auto_filled_from_archiveSummary
j10344	j10344.raw	Intensity	Intensity j10344	81045PEI	G07	A	j10344	OFCC1	81045PEI	N	OFCC1__81045PEI	Y	auto_filled_from_archiveSummary
j10345	j10345.raw	Intensity	Intensity j10345	81045PEI	G10	A	j10345	ASB14	81045PEI	N	ASB14__81045PEI	Y	auto_filled_from_archiveSummary
j10363	j10363.raw	Intensity	Intensity j10363	81045PEI	H11	B	j10363	REEP1	81045PEI	N	REEP1__81045PEI	Y	auto_filled_from_archiveSummary
j10364	j10364.raw	Intensity	Intensity j10364	81045PEI	H10	B	j10364	C19orf39	81045PEI	N	C19orf39__81045PEI	Y	auto_filled_from_archiveSummary
j10365	j10365.raw	Intensity	Intensity j10365	81045PEI	H09	B	j10365	C18orf21	81045PEI	N	C18orf21__81045PEI	Y	auto_filled_from_archiveSummary
j10366	j10366.raw	Intensity	Intensity j10366	81045PEI	H08	B	j10366	C3orf43	81045PEI	N	C3orf43__81045PEI	Y	auto_filled_from_archiveSummary
j10367	j10367.raw	Intensity	Intensity j10367	81045PEI	H07	B	j10367	C9orf106	81045PEI	N	C9orf106__81045PEI	Y	auto_filled_from_archiveSummary
j10368	j10368.raw	Intensity	Intensity j10368	81045PEI	H05	B	j10368	BCL2L2	81045PEI	N	BCL2L2__81045PEI	Y	auto_filled_from_archiveSummary
j10369	j10369.raw	Intensity	Intensity j10369	81045PEI	H04	B	j10369	TICAM2	81045PEI	N	TICAM2__81045PEI	Y	auto_filled_from_archiveSummary
j10370	j10370.raw	Intensity	Intensity j10370	81045PEI	H03	B	j10370	CD79A	81045PEI	N	CD79A__81045PEI	Y	auto_filled_from_archiveSummary
j10371	j10371.raw	Intensity	Intensity j10371	81045PEI	H02	B	j10371	C11orf85	81045PEI	N	C11orf85__81045PEI	Y	auto_filled_from_archiveSummary
j10382	j10382.raw	Intensity	Intensity j10382	81094	A01	A	j10382	CRISPLD1	81094	N	CRISPLD1__81094	Y	auto_filled_from_archiveSummary
j10383	j10383.raw	Intensity	Intensity j10383	81094	A02	A	j10383	TRAF2	81094	N	TRAF2__81094	Y	auto_filled_from_archiveSummary
j10384	j10384.raw	Intensity	Intensity j10384	81094	A03	A	j10384	INTS4	81094	N	INTS4__81094	Y	auto_filled_from_archiveSummary
