sample_id	raw_file_name	quant_type	source_column	plate	well	replicate_letter	ip_name	bait_name	condition	is_control	replicate_group	keep	notes
q12010	q12010.raw	Intensity	Intensity q12010	81130	A10	B	q12010	AXIN2	81130	N	AXIN2__81130	Y	auto_filled_from_archiveSummary
q12011	q12011.raw	Intensity	Intensity q12011	81130	A07	B	q12011	PCDHGA6	81130	N	PCDHGA6__81130	Y	auto_filled_from_archiveSummary
q12012	q12012.raw	Intensity	Intensity q12012	81130	A06	B	q12012	TLR10	81130	N	TLR10__81130	Y	auto_filled_from_archiveSummary
q12014	q12014.raw	Intensity	Intensity q12014	81130	A02	B	q12014	ECEL1	81130	N	ECEL1__81130	Y	auto_filled_from_archiveSummary
q12015	q12015.raw	Intensity	Intensity q12015	81130	A01	B	q12015	KLHL11	81130	N	KLHL11__81130	Y	auto_filled_from_archiveSummary
q12020	q12020.raw	Intensity	Intensity q12020	81130	F09	B	q12020	ARHGAP12	81130	N	ARHGAP12__81130	Y	auto_filled_from_archiveSummary
q12021	q12021.raw	Intensity	Intensity q12021	81130	F04	B	q12021	GSG2	81130	N	GSG2__81130	Y	auto_filled_from_archiveSummary
q12022	q12022.raw	Intensity	Intensity q12022	81130	F02	B	q12022	PNPT1	81130	N	PNPT1__81130	Y	auto_filled_from_archiveSummary
q12023	q12023.raw	Intensity	Intensity q12023	81130	E11	B	q12023	PCDHGC5	81130	N	PCDHGC5__81130	Y	auto_filled_from_archiveSummary
q12024	q12024.raw	Intensity	Intensity q12024	81130	E07	B	q12024	GTF3C4	81130	N	GTF3C4__81130	Y	auto_filled_from_archiveSummary
q12026	q12026.raw	Intensity	Intensity q12026	81130	E02	B	q12026	EPC2	81130	N	EPC2__81130	Y	auto_filled_from_archiveSummary
q12027	q12027.raw	Intensity	Intensity q12027	81130	E01	B	q12027	RASEF	81130	N	RASEF__81130	Y	auto_filled_from_archiveSummary
q12048	q12048.raw	Intensity	Intensity q12048	81130	H11	B	q12048	SLC9A5	81130	N	SLC9A5__81130	Y	auto_filled_from_archiveSummary
q12049	q12049.raw	Intensity	Intensity q12049	81130	H07	B	q12049	TXNDC16	81130	N	TXNDC16__81130	Y	auto_filled_from_archiveSummary
q12050	q12050.raw	Intensity	Intensity q12050	81130	H05	B	q12050	PLG	81130	N	PLG__81130	Y	auto_filled_from_archiveSummary
q12051	q12051.raw	Intensity	Intensity q12051	81130	H01	B	q12051	SEMA3E	81130	N	SEMA3E__81130	Y	auto_filled_from_archiveSummary
q12052	q12052.raw	Intensity	Intensity q12052	81130	A03	C	q12052	ZMYND8	81130	N	ZMYND8__81130	Y	auto_filled_from_archiveSummary
q12053	q12053.raw	Intensity	Intensity q12053	81130	B01	C	q12053	RBAK	81130	N	RBAK__81130	Y	auto_filled_from_archiveSummary
q12054	q12054.raw	Intensity	Intensity q12054	81130	B02	C	q12054	PDE10A	81130	N	PDE10A__81130	Y	auto_filled_from_archiveSummary
q12055	q12055.raw	Intensity	Intensity q12055	81130	D02	C	q12055	CPSF2	81130	N	CPSF2__81130	Y	auto_filled_from_archiveSummary
q12056	q12056.raw	Intensity	Intensity q12056	81130	D03	C	q12056	TRPV3	81130	N	TRPV3__81130	Y	auto_filled_from_archiveSummary
q12128	q12128.raw	Intensity	Intensity q12128	81130	A11	A	q12128	PIPSL	81130	N	PIPSL__81130	Y	auto_filled_from_archiveSummary
q12133	q12133.raw	Intensity	Intensity q12133	81130	E12	A	q12133	MATN2	81130	N	MATN2__81130	Y	auto_filled_from_archiveSummary
q12135	q12135.raw	Intensity	Intensity q12135	81130	F03	A	q12135	GPAT2	81130	N	GPAT2__81130	Y	auto_filled_from_archiveSummary
q12137	q12137.raw	Intensity	Intensity q12137	81130	F08	A	q12137	DISC1	81130	N	DISC1__81130	Y	auto_filled_from_archiveSummary
q12138	q12138.raw	Intensity	Intensity q12138	81130	F10	A	q12138	BICD2	81130	N	BICD2__81130	Y	auto_filled_from_archiveSummary
q12139	q12139.raw	Intensity	Intensity q12139	81130	F12	A	q12139	ANKLE2	81130	N	ANKLE2__81130	Y	auto_filled_from_archiveSummary
q12142	q12142.raw	Intensity	Intensity q12142	81130	G02	A	q12142	TLR1	81130	N	TLR1__81130	Y	auto_filled_from_archiveSummary
q12143	q12143.raw	Intensity	Intensity q12143	81130	G04	A	q12143	TFR2	81130	N	TFR2__81130	Y	auto_filled_from_archiveSummary
q12144	q12144.raw	Intensity	Intensity q12144	81130	G07	A	q12144	NPAS2	81130	N	NPAS2__81130	Y	auto_filled_from_archiveSummary
q12146	q12146.raw	Intensity	Intensity q12146	81130	H02	A	q12146	TBC1D2B	81130	N	TBC1D2B__81130	Y	auto_filled_from_archiveSummary
q12148	q12148.raw	Intensity	Intensity q12148	81130	H04	A	q12148	DPP6	81130	N	DPP6__81130	Y	auto_filled_from_archiveSummary
q12152	q12152.raw	Intensity	Intensity q12152	81130	H09	A	q12152	RBM25	81130	N	RBM25__81130	Y	auto_filled_from_archiveSummary
q12153	q12153.raw	Intensity	Intensity q12153	81130	H10	A	q12153	EIF2C1	81130	N	EIF2C1__81130	Y	auto_filled_from_archiveSummary
q12550	q12550.raw	Intensity	Intensity q12550	81033PEI	A01	A	q12550	C1orf146	81033PEI	N	C1orf146__81033PEI	Y	auto_filled_from_archiveSummary
q12551	q12551.raw	Intensity	Intensity q12551	81033PEI	A02	A	q12551	FAM9C	81033PEI	N	FAM9C__81033PEI	Y	auto_filled_from_archiveSummary
q12552	q12552.raw	Intensity	Intensity q12552	81033PEI	A03	A	q12552	SSBP1	81033PEI	N	SSBP1__81033PEI	Y	auto_filled_from_archiveSummary
q12553	q12553.raw	Intensity	Intensity q12553	81033PEI	A04	A	q12553	IQCF2	81033PEI	N	IQCF2__81033PEI	Y	auto_filled_from_archiveSummary
q12554	q12554.raw	Intensity	Intensity q12554	81033PEI	A05	A	q12554	SPCS3	81033PEI	N	SPCS3__81033PEI	Y	auto_filled_from_archiveSummary
q12556	q12556.raw	Intensity	Intensity q12556	81033PEI	A07	A	q12556	CDKN3	81033PEI	N	CDKN3__81033PEI	Y	auto_filled_from_archiveSummary
q12557	q12557.raw	Intensity	Intensity q12557	81033PEI	A08	A	q12557	STAG3L4	81033PEI	N	STAG3L4__81033PEI	Y	auto_filled_from_archiveSummary
q12559	q12559.raw	Intensity	Intensity q12559	81033PEI	A10	A	q12559	CST8	81033PEI	N	CST8__81033PEI	Y	auto_filled_from_archiveSummary
q12560	q12560.raw	Intensity	Intensity q12560	81033PEI	A11	A	q12560	LMO1	81033PEI	N	LMO1__81033PEI	Y	auto_filled_from_archiveSummary
q12561	q12561.raw	Intensity	Intensity q12561	81033PEI	A12	A	q12561	MYH7B	81033PEI	N	MYH7B__81033PEI	Y	auto_filled_from_archiveSummary
q12562	q12562.raw	Intensity	Intensity q12562	81033PEI	B01	A	q12562	IRGM	81033PEI	N	IRGM__81033PEI	Y	auto_filled_from_archiveSummary
q12563	q12563.raw	Intensity	Intensity q12563	81033PEI	B02	A	q12563	C2orf73	81033PEI	N	C2orf73__81033PEI	Y	auto_filled_from_archiveSummary
q12566	q12566.raw	Intensity	Intensity q12566	81033PEI	B05	A	q12566	NINJ2	81033PEI	N	NINJ2__81033PEI	Y	auto_filled_from_archiveSummary
q12567	q12567.raw	Intensity	Intensity q12567	81033PEI	B07	A	q12567	HBXIP	81033PEI	N	HBXIP__81033PEI	Y	auto_filled_from_archiveSummary
q12568	q12568.raw	Intensity	Intensity q12568	81033PEI	B08	A	q12568	MTRF1	81033PEI	N	MTRF1__81033PEI	Y	auto_filled_from_archiveSummary
q12569	q12569.raw	Intensity	Intensity q12569	81033PEI	B09	A	q12569	FGFR1OP2	81033PEI	N	FGFR1OP2__81033PEI	Y	auto_filled_from_archiveSummary
q12570	q12570.raw	Intensity	Intensity q12570	81033PEI	B10	A	q12570	CST5	81033PEI	N	CST5__81033PEI	Y	auto_filled_from_archiveSummary
q12571	q12571.raw	Intensity	Intensity q12571	81033PEI	B11	A	q12571	UCN3	81033PEI	N	UCN3__81033PEI	Y	auto_filled_from_archiveSummary
q12572	q12572.raw	Intensity	Intensity q12572	81033PEI	B12	A	q12572	IL20	81033PEI	N	IL20__81033PEI	Y	auto_filled_from_archiveSummary
q12575	q12575.raw	Intensity	Intensity q12575	81033PEI	C01	A	q12575	OTUD3	81033PEI	N	OTUD3__81033PEI	Y	auto_filled_from_archiveSummary
q12577	q12577.raw	Intensity	Intensity q12577	81033PEI	C03	A	q12577	SPRYD7	81033PEI	N	SPRYD7__81033PEI	Y	auto_filled_from_archiveSummary
q12578	q12578.raw	Intensity	Intensity q12578	81033PEI	C04	A	q12578	CGGBP1	81033PEI	N	CGGBP1__81033PEI	Y	auto_filled_from_archiveSummary
q12579	q12579.raw	Intensity	Intensity q12579	81033PEI	C05	A	q12579	MORN4	81033PEI	N	MORN4__81033PEI	Y	auto_filled_from_archiveSummary
q12580	q12580.raw	Intensity	Intensity q12580	81033PEI	C06	A	q12580	SIN3A	81033PEI	N	SIN3A__81033PEI	Y	auto_filled_from_archiveSummary
q12581	q12581.raw	Intensity	Intensity q12581	81033PEI	C07	A	q12581	UBL4B	81033PEI	N	UBL4B__81033PEI	Y	auto_filled_from_archiveSummary
q12582	q12582.raw	Intensity	Intensity q12582	81033PEI	C08	A	q12582	MRPL23	81033PEI	N	MRPL23__81033PEI	Y	auto_filled_from_archiveSummary
q12583	q12583.raw	Intensity	Intensity q12583	81033PEI	C09	A	q12583	C6orf136	81033PEI	N	C6orf136__81033PEI	Y	auto_filled_from_archiveSummary
q12584	q12584.raw	Intensity	Intensity q12584	81033PEI	C10	A	q12584	NAT8B	81033PEI	N	NAT8B__81033PEI	Y	auto_filled_from_archiveSummary
q12585	q12585.raw	Intensity	Intensity q12585	81033PEI	C11	A	q12585	OMP	81033PEI	N	OMP__81033PEI	Y	auto_filled_from_archiveSummary
q12586	q12586.raw	Intensity	Intensity q12586	81033PEI	C12	A	q12586	IL25	81033PEI	N	IL25__81033PEI	Y	auto_filled_from_archiveSummary
q12590	q12590.raw	Intensity	Intensity q12590	81033PEI	D06	A	q12590	C9orf85	81033PEI	N	C9orf85__81033PEI	Y	auto_filled_from_archiveSummary
q12591	q12591.raw	Intensity	Intensity q12591	81033PEI	D08	A	q12591	ZNHIT1	81033PEI	N	ZNHIT1__81033PEI	Y	auto_filled_from_archiveSummary
q12592	q12592.raw	Intensity	Intensity q12592	81033PEI	D09	A	q12592	PTP4A1	81033PEI	N	PTP4A1__81033PEI	Y	auto_filled_from_archiveSummary
q12593	q12593.raw	Intensity	Intensity q12593	81033PEI	D10	A	q12593	EDDM3A	81033PEI	N	EDDM3A__81033PEI	Y	auto_filled_from_archiveSummary
q12594	q12594.raw	Intensity	Intensity q12594	81033PEI	D11	A	q12594	LEP	81033PEI	N	LEP__81033PEI	Y	auto_filled_from_archiveSummary
q12595	q12595.raw	Intensity	Intensity q12595	81033PEI	D12	A	q12595	TNFSF18	81033PEI	N	TNFSF18__81033PEI	Y	auto_filled_from_archiveSummary
q12626	q12626.raw	Intensity	Intensity q12626	81033PEI	F11	B	q12626	MECOM	81033PEI	N	MECOM__81033PEI	Y	auto_filled_from_archiveSummary
q12627	q12627.raw	Intensity	Intensity q12627	81033PEI	F10	B	q12627	LAIR2	81033PEI	N	LAIR2__81033PEI	Y	auto_filled_from_archiveSummary
q12631	q12631.raw	Intensity	Intensity q12631	81033PEI	F05	B	q12631	PID1	81033PEI	N	PID1__81033PEI	Y	auto_filled_from_archiveSummary
q12632	q12632.raw	Intensity	Intensity q12632	81033PEI	F04	B	q12632	NDUFAF4	81033PEI	N	NDUFAF4__81033PEI	Y	auto_filled_from_archiveSummary
q12634	q12634.raw	Intensity	Intensity q12634	81033PEI	F02	B	q12634	C19orf66	81033PEI	N	C19orf66__81033PEI	Y	auto_filled_from_archiveSummary
q12647	q12647.raw	Intensity	Intensity q12647	81033PEI	E10	B	q12647	MS4A6E	81033PEI	N	MS4A6E__81033PEI	Y	auto_filled_from_archiveSummary
q12648	q12648.raw	Intensity	Intensity q12648	81033PEI	E08	B	q12648	C4orf39	81033PEI	N	C4orf39__81033PEI	Y	auto_filled_from_archiveSummary
q12649	q12649.raw	Intensity	Intensity q12649	81033PEI	E07	B	q12649	LAGE3	81033PEI	N	LAGE3__81033PEI	Y	auto_filled_from_archiveSummary
q12650	q12650.raw	Intensity	Intensity q12650	81033PEI	E06	B	q12650	CXorf40A	81033PEI	N	CXorf40A__81033PEI	Y	auto_filled_from_archiveSummary
q12652	q12652.raw	Intensity	Intensity q12652	81033PEI	E04	B	q12652	UPP1	81033PEI	N	UPP1__81033PEI	Y	auto_filled_from_archiveSummary
q12653	q12653.raw	Intensity	Intensity q12653	81033PEI	E03	B	q12653	EMP3	81033PEI	N	EMP3__81033PEI	Y	auto_filled_from_archiveSummary
q12659	q12659.raw	Intensity	Intensity q12659	81033PEI	G03	A	q12659	HINT2	81033PEI	N	HINT2__81033PEI	Y	auto_filled_from_archiveSummary
q12660	q12660.raw	Intensity	Intensity q12660	81033PEI	G04	A	q12660	IL7	81033PEI	N	IL7__81033PEI	Y	auto_filled_from_archiveSummary
q12664	q12664.raw	Intensity	Intensity q12664	81033PEI	G08	A	q12664	C9orf23	81033PEI	N	C9orf23__81033PEI	Y	auto_filled_from_archiveSummary
q12665	q12665.raw	Intensity	Intensity q12665	81033PEI	G09	A	q12665	RGS5	81033PEI	N	RGS5__81033PEI	Y	auto_filled_from_archiveSummary
q12666	q12666.raw	Intensity	Intensity q12666	81033PEI	G11	A	q12666	CRYAA	81033PEI	N	CRYAA__81033PEI	Y	auto_filled_from_archiveSummary
q12780	q12780.raw	Intensity	Intensity q12780	81033PEI	H09	B	q12780	CALCA	81033PEI	N	CALCA__81033PEI	Y	auto_filled_from_archiveSummary
q12788	q12788.raw	Intensity	Intensity q12788	81033PEI	H02	B	q12788	AVPI1	81033PEI	N	AVPI1__81033PEI	Y	auto_filled_from_archiveSummary
q12796	q12796.raw	Intensity	Intensity q12796	81033PEI	B11	C	q12796	UCN3	81033PEI	N	UCN3__81033PEI	Y	auto_filled_from_archiveSummary
q12796b	q12796b.raw	Intensity	Intensity q12796b	81033PEI	F08	C	q12796b	TWIST2	81033PEI	N	TWIST2__81033PEI	Y	auto_filled_from_archiveSummary
q12797	q12797.raw	Intensity	Intensity q12797	81033PEI	C12	C	q12797	IL25	81033PEI	N	IL25__81033PEI	Y	auto_filled_from_archiveSummary
q12798	q12798.raw	Intensity	Intensity q12798	81033PEI	C10	C	q12798	NAT8B	81033PEI	N	NAT8B__81033PEI	Y	auto_filled_from_archiveSummary
q12799	q12799.raw	Intensity	Intensity q12799	81033PEI	D10	C	q12799	EDDM3A	81033PEI	N	EDDM3A__81033PEI	Y	auto_filled_from_archiveSummary
q12800b	q12800b.raw	Intensity	Intensity q12800b	81033PEI	E06	C	q12800b	CXorf40A	81033PEI	N	CXorf40A__81033PEI	Y	auto_filled_from_archiveSummary
q12801	q12801.raw	Intensity	Intensity q12801	81033PEI	F05	C	q12801	PID1	81033PEI	N	PID1__81033PEI	Y	auto_filled_from_archiveSummary
q12802	q12802.raw	Intensity	Intensity q12802	81033PEI	F11	C	q12802	MECOM	81033PEI	N	MECOM__81033PEI	Y	auto_filled_from_archiveSummary
q16269	q16269.raw	Intensity	Intensity q16269	OC2116	C12	B	q16269	FOLR3	OC2116	N	FOLR3__OC2116	Y	auto_filled_from_archiveSummary
q16271	q16271.raw	Intensity	Intensity q16271	OC2116	C09	B	q16271	CLCA1	OC2116	N	CLCA1__OC2116	Y	auto_filled_from_archiveSummary
q16272	q16272.raw	Intensity	Intensity q16272	OC2116	C07	B	q16272	HSF4	OC2116	N	HSF4__OC2116	Y	auto_filled_from_archiveSummary
q16273	q16273.raw	Intensity	Intensity q16273	OC2116	C06	B	q16273	IGFBPL1	OC2116	N	IGFBPL1__OC2116	Y	auto_filled_from_archiveSummary
q16274	q16274.raw	Intensity	Intensity q16274	OC2116	C05	B	q16274	ESCO2	OC2116	N	ESCO2__OC2116	Y	auto_filled_from_archiveSummary
q16275	q16275.raw	Intensity	Intensity q16275	OC2116	C04	B	q16275	FAM150B	OC2116	N	FAM150B__OC2116	Y	auto_filled_from_archiveSummary
q16276	q16276.raw	Intensity	Intensity q16276	OC2116	C03	B	q16276	SEZ6L	OC2116	N	SEZ6L__OC2116	Y	auto_filled_from_archiveSummary
q16277	q16277.raw	Intensity	Intensity q16277	OC2116	C02	B	q16277	SNRPD3	OC2116	N	SNRPD3__OC2116	Y	auto_filled_from_archiveSummary
q16278	q16278.raw	Intensity	Intensity q16278	OC2116	C01	B	q16278	UBE2L3	OC2116	N	UBE2L3__OC2116	Y	auto_filled_from_archiveSummary
q16281	q16281.raw	Intensity	Intensity q16281	OC2116	B12	B	q16281	CAPN12	OC2116	N	CAPN12__OC2116	Y	auto_filled_from_archiveSummary
q16282	q16282.raw	Intensity	Intensity q16282	OC2116	B10	B	q16282	PREX2	OC2116	N	PREX2__OC2116	Y	auto_filled_from_archiveSummary
q16283	q16283.raw	Intensity	Intensity q16283	OC2116	B09	B	q16283	DEFB112	OC2116	N	DEFB112__OC2116	Y	auto_filled_from_archiveSummary
q16284	q16284.raw	Intensity	Intensity q16284	OC2116	B07	B	q16284	SPANXN2	OC2116	N	SPANXN2__OC2116	Y	auto_filled_from_archiveSummary
q16285	q16285.raw	Intensity	Intensity q16285	OC2116	B04	B	q16285	DEFB109	OC2116	N	DEFB109__OC2116	Y	auto_filled_from_archiveSummary
q16288	q16288.raw	Intensity	Intensity q16288	OC2116	B01	B	q16288	SLC5A1	OC2116	N	SLC5A1__OC2116	Y	auto_filled_from_archiveSummary
q16292	q16292.raw	Intensity	Intensity q16292	OC2116	A10	B	q16292	CARD16	OC2116	N	CARD16__OC2116	Y	auto_filled_from_archiveSummary
q16293	q16293.raw	Intensity	Intensity q16293	OC2116	A07	B	q16293	STRA8	OC2116	N	STRA8__OC2116	Y	auto_filled_from_archiveSummary
q16294	q16294.raw	Intensity	Intensity q16294	OC2116	A06	B	q16294	SHOX	OC2116	N	SHOX__OC2116	Y	auto_filled_from_archiveSummary
q16296	q16296.raw	Intensity	Intensity q16296	OC2116	A03	B	q16296	PICK1	OC2116	N	PICK1__OC2116	Y	auto_filled_from_archiveSummary
q16297	q16297.raw	Intensity	Intensity q16297	OC2116	A02	B	q16297	SREBF2	OC2116	N	SREBF2__OC2116	Y	auto_filled_from_archiveSummary
q16311	q16311.raw	Intensity	Intensity q16311	OC2116	E12	B	q16311	TAS1R2	OC2116	N	TAS1R2__OC2116	Y	auto_filled_from_archiveSummary
q16312	q16312.raw	Intensity	Intensity q16312	OC2116	E10	B	q16312	GJA10	OC2116	N	GJA10__OC2116	Y	auto_filled_from_archiveSummary
q16314	q16314.raw	Intensity	Intensity q16314	OC2116	E08	B	q16314	PROL1	OC2116	N	PROL1__OC2116	Y	auto_filled_from_archiveSummary
q16315	q16315.raw	Intensity	Intensity q16315	OC2116	E07	B	q16315	GUCA2A	OC2116	N	GUCA2A__OC2116	Y	auto_filled_from_archiveSummary
q16317	q16317.raw	Intensity	Intensity q16317	OC2116	E05	B	q16317	SLC5A4	OC2116	N	SLC5A4__OC2116	Y	auto_filled_from_archiveSummary
q16318	q16318.raw	Intensity	Intensity q16318	OC2116	E04	B	q16318	CDCP2	OC2116	N	CDCP2__OC2116	Y	auto_filled_from_archiveSummary
q16320	q16320.raw	Intensity	Intensity q16320	OC2116	E02	B	q16320	YWHAH	OC2116	N	YWHAH__OC2116	Y	auto_filled_from_archiveSummary
q16323	q16323.raw	Intensity	Intensity q16323	OC2116	D12	B	q16323	XKRY2	OC2116	N	XKRY2__OC2116	Y	auto_filled_from_archiveSummary
q16324	q16324.raw	Intensity	Intensity q16324	OC2116	D11	B	q16324	HOXA7	OC2116	N	HOXA7__OC2116	Y	auto_filled_from_archiveSummary
q16326	q16326.raw	Intensity	Intensity q16326	OC2116	D07	B	q16326	GPR151	OC2116	N	GPR151__OC2116	Y	auto_filled_from_archiveSummary
q16327	q16327.raw	Intensity	Intensity q16327	OC2116	D06	B	q16327	AWAT2	OC2116	N	AWAT2__OC2116	Y	auto_filled_from_archiveSummary
q16328	q16328.raw	Intensity	Intensity q16328	OC2116	D05	B	q16328	SPRR2D	OC2116	N	SPRR2D__OC2116	Y	auto_filled_from_archiveSummary
q16329	q16329.raw	Intensity	Intensity q16329	OC2116	D04	B	q16329	ENPP3	OC2116	N	ENPP3__OC2116	Y	auto_filled_from_archiveSummary
q16330	q16330.raw	Intensity	Intensity q16330	OC2116	D03	B	q16330	TST	OC2116	N	TST__OC2116	Y	auto_filled_from_archiveSummary
q16331	q16331.raw	Intensity	Intensity q16331	OC2116	D02	B	q16331	AP1B1	OC2116	N	AP1B1__OC2116	Y	auto_filled_from_archiveSummary
q16332	q16332.raw	Intensity	Intensity q16332	OC2116	D01	B	q16332	PLA2G6	OC2116	N	PLA2G6__OC2116	Y	auto_filled_from_archiveSummary
q16382	q16382.raw	Intensity	Intensity q16382	OC2116	H10	B	q16382	GALP	OC2116	N	GALP__OC2116	Y	auto_filled_from_archiveSummary
q16383	q16383.raw	Intensity	Intensity q16383	OC2116	H09	B	q16383	B3GNT7	OC2116	N	B3GNT7__OC2116	Y	auto_filled_from_archiveSummary
q16384	q16384.raw	Intensity	Intensity q16384	OC2116	H08	B	q16384	OR4E2	OC2116	N	OR4E2__OC2116	Y	auto_filled_from_archiveSummary
q16386	q16386.raw	Intensity	Intensity q16386	OC2116	H06	B	q16386	UGT1A5	OC2116	N	UGT1A5__OC2116	Y	auto_filled_from_archiveSummary
q16387	q16387.raw	Intensity	Intensity q16387	OC2116	H04	B	q16387	VPS9D1	OC2116	N	VPS9D1__OC2116	Y	auto_filled_from_archiveSummary
q16388	q16388.raw	Intensity	Intensity q16388	OC2116	H03	B	q16388	OR4N2	OC2116	N	OR4N2__OC2116	Y	auto_filled_from_archiveSummary
q16393	q16393.raw	Intensity	Intensity q16393	OC2116	G11	B	q16393	NLRP5	OC2116	N	NLRP5__OC2116	Y	auto_filled_from_archiveSummary
q16395	q16395.raw	Intensity	Intensity q16395	OC2116	G07	B	q16395	SPINK14	OC2116	N	SPINK14__OC2116	Y	auto_filled_from_archiveSummary
q16396	q16396.raw	Intensity	Intensity q16396	OC2116	G06	B	q16396	SSX7	OC2116	N	SSX7__OC2116	Y	auto_filled_from_archiveSummary
q16397	q16397.raw	Intensity	Intensity q16397	OC2116	G05	B	q16397	MYEOV2	OC2116	N	MYEOV2__OC2116	Y	auto_filled_from_archiveSummary
q16398	q16398.raw	Intensity	Intensity q16398	OC2116	G03	B	q16398	CUX2	OC2116	N	CUX2__OC2116	Y	auto_filled_from_archiveSummary
q16405	q16405.raw	Intensity	Intensity q16405	OC2116	F08	B	q16405	LIFR	OC2116	N	LIFR__OC2116	Y	auto_filled_from_archiveSummary
q16406	q16406.raw	Intensity	Intensity q16406	OC2116	F07	B	q16406	CNGA1	OC2116	N	CNGA1__OC2116	Y	auto_filled_from_archiveSummary
q16408	q16408.raw	Intensity	Intensity q16408	OC2116	F02	B	q16408	RFPL1	OC2116	N	RFPL1__OC2116	Y	auto_filled_from_archiveSummary
q16544	q16544.raw	Intensity	Intensity q16544	OC2119	B12	B	q16544	BMP6	OC2119	N	BMP6__OC2119	Y	auto_filled_from_archiveSummary
q16545	q16545.raw	Intensity	Intensity q16545	OC2119	B11	B	q16545	FBXW9	OC2119	N	FBXW9__OC2119	Y	auto_filled_from_archiveSummary
q16546	q16546.raw	Intensity	Intensity q16546	OC2119	B09	B	q16546	KRT39	OC2119	N	KRT39__OC2119	Y	auto_filled_from_archiveSummary
q16547	q16547.raw	Intensity	Intensity q16547	OC2119	B08	B	q16547	MATN1	OC2119	N	MATN1__OC2119	Y	auto_filled_from_archiveSummary
q16548	q16548.raw	Intensity	Intensity q16548	OC2119	B07	B	q16548	CRLF2	OC2119	N	CRLF2__OC2119	Y	auto_filled_from_archiveSummary
q16549	q16549.raw	Intensity	Intensity q16549	OC2119	B06	B	q16549	TTC39A	OC2119	N	TTC39A__OC2119	Y	auto_filled_from_archiveSummary
q16550	q16550.raw	Intensity	Intensity q16550	OC2119	B05	B	q16550	TEX13B	OC2119	N	TEX13B__OC2119	Y	auto_filled_from_archiveSummary
q16555	q16555.raw	Intensity	Intensity q16555	OC2119	A11	B	q16555	DCDC1	OC2119	N	DCDC1__OC2119	Y	auto_filled_from_archiveSummary
q16556	q16556.raw	Intensity	Intensity q16556	OC2119	A10	B	q16556	SPAG11B	OC2119	N	SPAG11B__OC2119	Y	auto_filled_from_archiveSummary
q16557	q16557.raw	Intensity	Intensity q16557	OC2119	A09	B	q16557	CRISP1	OC2119	N	CRISP1__OC2119	Y	auto_filled_from_archiveSummary
q16559	q16559.raw	Intensity	Intensity q16559	OC2119	A06	B	q16559	GLCE	OC2119	N	GLCE__OC2119	Y	auto_filled_from_archiveSummary
q16560	q16560.raw	Intensity	Intensity q16560	OC2119	A05	B	q16560	HOXA4	OC2119	N	HOXA4__OC2119	Y	auto_filled_from_archiveSummary
q16561	q16561.raw	Intensity	Intensity q16561	OC2119	A04	B	q16561	ZFP1	OC2119	N	ZFP1__OC2119	Y	auto_filled_from_archiveSummary
q16562	q16562.raw	Intensity	Intensity q16562	OC2119	A03	B	q16562	LPIN2	OC2119	N	LPIN2__OC2119	Y	auto_filled_from_archiveSummary
q16563	q16563.raw	Intensity	Intensity q16563	OC2119	A02	B	q16563	FAM178A	OC2119	N	FAM178A__OC2119	Y	auto_filled_from_archiveSummary
q16617	q16617.raw	Intensity	Intensity q16617	OC2119	C12	B	q16617	LHB	OC2119	N	LHB__OC2119	Y	auto_filled_from_archiveSummary
q16619	q16619.raw	Intensity	Intensity q16619	OC2119	C10	B	q16619	ANKS4B	OC2119	N	ANKS4B__OC2119	Y	auto_filled_from_archiveSummary
q16621	q16621.raw	Intensity	Intensity q16621	OC2119	C08	B	q16621	KLRC3	OC2119	N	KLRC3__OC2119	Y	auto_filled_from_archiveSummary
q16622	q16622.raw	Intensity	Intensity q16622	OC2119	C07	B	q16622	ZFP42	OC2119	N	ZFP42__OC2119	Y	auto_filled_from_archiveSummary
q16623	q16623.raw	Intensity	Intensity q16623	OC2119	C05	B	q16623	C1QL3	OC2119	N	C1QL3__OC2119	Y	auto_filled_from_archiveSummary
q16624	q16624.raw	Intensity	Intensity q16624	OC2119	C03	B	q16624	EIF2C4	OC2119	N	EIF2C4__OC2119	Y	auto_filled_from_archiveSummary
q16625	q16625.raw	Intensity	Intensity q16625	OC2119	C02	B	q16625	LEPR	OC2119	N	LEPR__OC2119	Y	auto_filled_from_archiveSummary
q16626	q16626.raw	Intensity	Intensity q16626	OC2119	C01	B	q16626	SLC45A4	OC2119	N	SLC45A4__OC2119	Y	auto_filled_from_archiveSummary
q16632	q16632.raw	Intensity	Intensity q16632	OC2119	H11	B	q16632	ERCC4	OC2119	N	ERCC4__OC2119	Y	auto_filled_from_archiveSummary
q16638	q16638.raw	Intensity	Intensity q16638	OC2119	F11	B	q16638	FMNL3	OC2119	N	FMNL3__OC2119	Y	auto_filled_from_archiveSummary
q16639	q16639.raw	Intensity	Intensity q16639	OC2119	F10	B	q16639	UBXN7	OC2119	N	UBXN7__OC2119	Y	auto_filled_from_archiveSummary
q16640	q16640.raw	Intensity	Intensity q16640	OC2119	F09	B	q16640	NAA11	OC2119	N	NAA11__OC2119	Y	auto_filled_from_archiveSummary
q16641	q16641.raw	Intensity	Intensity q16641	OC2119	F08	B	q16641	NPVF	OC2119	N	NPVF__OC2119	Y	auto_filled_from_archiveSummary
