idRun	idBait	sample_id	replicate_group	replicate_letter	raw_file_name
q16646	PRKD1	q16646	PRKD1	B	q16646.raw
q16647	GBX1	q16647	GBX1	B	q16647.raw
q16650	C16orf55	q16650	C16orf55	B	q16650.raw
q16656	TAS2R39	q16656	TAS2R39	C	q16656.raw
q16657	LBX2	q16657	LBX2	B	q16657.raw
q16658	HPR	q16658	HPR	B	q16658.raw
q16659	AS3MT	q16659	AS3MT	B	q16659.raw
q16660	ZNF492	q16660	ZNF492	B	q16660.raw
q16661	TCF15	q16661	TCF15	B	q16661.raw
q16662	RUNX2	q16662	RUNX2	B	q16662.raw
q16663	KIAA0226	q16663	KIAA0226	B	q16663.raw
q16664	EXOC6B	q16664	EXOC6B	B	q16664.raw
q18776	RXRB	q18776	RXRB	B	q18776.raw
q18777	OR51B5	q18777	OR51B5	B	q18777.raw
q18781	CAB39	q18781	CAB39	B	q18781.raw
q18782	OR11H12	q18782	OR11H12	B	q18782.raw
q18783	KLRK1	q18783	KLRK1	B	q18783.raw
q18785	LRRC37A2	q18785	LRRC37A2	B	q18785.raw
q18787	CHRM5	q18787	CHRM5	B	q18787.raw
q18789	OR8A1	q18789	OR8A1	B	q18789.raw
q18790	OR4N4	q18790	OR4N4	B	q18790.raw
q18791	NEUROD4	q18791	NEUROD4	B	q18791.raw
q18792	DUXAP10	q18792	DUXAP10	B	q18792.raw
q18794	ADPRHL2	q18794	ADPRHL2	B	q18794.raw
q18796	KLRC2	q18796	KLRC2	B	q18796.raw
q18798	UFSP1	q18798	UFSP1	B	q18798.raw
q18799	PPCS	q18799	PPCS	B	q18799.raw
q18800	PTX3	q18800	PTX3	B	q18800.raw
q18801	OR2M7	q18801	OR2M7	B	q18801.raw
q18802	DPF1	q18802	DPF1	B	q18802.raw
q18803	OR1M1	q18803	OR1M1	B	q18803.raw
q18804	CACNG1	q18804	CACNG1	B	q18804.raw
q18808	OR52K2	q18808	OR52K2	B	q18808.raw
q18809	ATP5L2	q18809	ATP5L2	B	q18809.raw
q18810	C6orf94	q18810	C6orf94	B	q18810.raw
q18811	C11orf10	q18811	C11orf10	B	q18811.raw
q18813	TCEA1	q18813	TCEA1	B	q18813.raw
q18814	MAFB	q18814	MAFB	B	q18814.raw
q18815	FAM27E3	q18815	FAM27E3	B	q18815.raw
q18817	GMCL1L	q18817	GMCL1L	B	q18817.raw
q18818	OR14I1	q18818	OR14I1	B	q18818.raw
q18819	PIP5K1B	q18819	PIP5K1B	B	q18819.raw
q18822	OR2T33	q18822	OR2T33	B	q18822.raw
q18824	LGI1	q18824	LGI1	B	q18824.raw
q18825	CTXN1	q18825	CTXN1	B	q18825.raw
q18826	LIN52	q18826	LIN52	B	q18826.raw
q18828	CHRNA7	q18828	CHRNA7	B	q18828.raw
q18830	OR6T1	q18830	OR6T1	B	q18830.raw
q18831	LMOD3	q18831	LMOD3	B	q18831.raw
q18832	OR14J1	q18832	OR14J1	B	q18832.raw
q18835	FAM81A	q18835	FAM81A	B	q18835.raw
q18836	PRR4	q18836	PRR4	B	q18836.raw
q18837	OR52B2	q18837	OR52B2	B	q18837.raw
q18838	LHFPL1	q18838	LHFPL1	B	q18838.raw
q18841	STARD5	q18841	STARD5	B	q18841.raw
q18842	PRKY	q18842	PRKY	B	q18842.raw
q18843	TMEM167B	q18843	TMEM167B	B	q18843.raw
q18845	KCNIP1	q18845	KCNIP1	B	q18845.raw
q18846	GPR160	q18846	GPR160	B	q18846.raw
q18847	BANF2	q18847	BANF2	B	q18847.raw
q18848	CCT8L2	q18848	CCT8L2	B	q18848.raw
q18851	RPEL1	q18851	RPEL1	B	q18851.raw
q18853	TSPAN10	q18853	TSPAN10	B	q18853.raw
q18854	KRT34	q18854	KRT34	B	q18854.raw
q19000	TMEM167B	q19000	TMEM167B	C	q19000.raw
q19003	OR52K2	q19003	OR52K2	C	q19003.raw
q3696	POLE	q3696	POLE	B	q3696.raw
q3697	VSX1	q3697	VSX1	B	q3697.raw
q7408	ARSG	q7408	ARSG	C	q7408.raw
q7409	ARHGEF3	q7409	ARHGEF3	C	q7409.raw
q7410	CYP4V2	q7410	CYP4V2	C	q7410.raw
q7411	ZNF490	q7411	ZNF490	C	q7411.raw
q7413	YARS	q7413	YARS	C	q7413.raw
q7414	MEPE	q7414	MEPE	C	q7414.raw
q7551	RAB15	q7551	RAB15	A	q7551.raw
q7552	SOCS3	q7552	SOCS3	A	q7552.raw
q7554	TTLL9	q7554	TTLL9	A	q7554.raw
q7555	IFNA4	q7555	IFNA4	A	q7555.raw
q7557	TNNI3	q7557	TNNI3	A	q7557.raw
q7558	MOBKL2C	q7558	MOBKL2C	A	q7558.raw
q7559	CRP	q7559	CRP	A	q7559.raw
q7561	MAU2	q7561	MAU2	A	q7561.raw
q7568	C10orf107	q7568	C10orf107	A	q7568.raw
q7569	RECK	q7569	RECK	A	q7569.raw
q7570	C16orf54	q7570	C16orf54	A	q7570.raw
q7571	LHFPL4	q7571	LHFPL4	A	q7571.raw
q7572	IFNA1	q7572	IFNA1	A	q7572.raw
q7573	RABL2A	q7573	RABL2A	A	q7573.raw
q7574	ZNF586	q7574	ZNF586	A	q7574.raw
q7576	RWDD4	q7576	RWDD4	A	q7576.raw
q7636	SASS6	q7636	SASS6	B	q7636.raw
q7637	GCM2	q7637	GCM2	B	q7637.raw
q7638	PRCC	q7638	PRCC	B	q7638.raw
q7641	FGFRL1	q7641	FGFRL1	B	q7641.raw
q7646	CYP2A7	q7646	CYP2A7	B	q7646.raw
q7647	RFTN2	q7647	RFTN2	B	q7647.raw
q7648	GDF5	q7648	GDF5	B	q7648.raw
q7649	CHD2	q7649	CHD2	B	q7649.raw
q7650	THUMPD3	q7650	THUMPD3	B	q7650.raw
q7651	ANGPT2	q7651	ANGPT2	B	q7651.raw
q7652	PLB1	q7652	PLB1	B	q7652.raw
q7653	DHX30	q7653	DHX30	B	q7653.raw
q7654	INTS4	q7654	INTS4	B	q7654.raw
q7655	TRAF2	q7655	TRAF2	B	q7655.raw
q7656	CRISPLD1	q7656	CRISPLD1	B	q7656.raw
q7659	RSL1D1	q7659	RSL1D1	B	q7659.raw
q7660	FSCN2	q7660	FSCN2	B	q7660.raw
q7661	PRPF31	q7661	PRPF31	B	q7661.raw
q7662	TBC1D22B	q7662	TBC1D22B	B	q7662.raw
q7663	PRPF19	q7663	PRPF19	B	q7663.raw
q7664	USP14	q7664	USP14	B	q7664.raw
q7665	ATF2	q7665	ATF2	B	q7665.raw
q7666	ZNF512	q7666	ZNF512	B	q7666.raw
q7667	NMD3	q7667	NMD3	B	q7667.raw
q7670	SMYD1	q7670	SMYD1	B	q7670.raw
q7671	HHAT	q7671	HHAT	B	q7671.raw
q7672	C10orf2	q7672	C10orf2	B	q7672.raw
q7673	TFCP2	q7673	TFCP2	B	q7673.raw
q7674	NF2	q7674	NF2	B	q7674.raw
q7675	SLC24A5	q7675	SLC24A5	B	q7675.raw
q7676	SHMT2	q7676	SHMT2	B	q7676.raw
q7677	PDHX	q7677	PDHX	B	q7677.raw
q7678	CYP3A5	q7678	CYP3A5	B	q7678.raw
q7757	FAM189B	q7757	FAM189B	A	q7757.raw
q7758	FAM190A	q7758	FAM190A	A	q7758.raw
q7759	LIMK2	q7759	LIMK2	A	q7759.raw
q7760	NALCN	q7760	NALCN	A	q7760.raw
q7761	FLRT1	q7761	FLRT1	A	q7761.raw
q7762	KIF22	q7762	KIF22	A	q7762.raw
q7763	VASN	q7763	VASN	A	q7763.raw
q7765	SLC39A12	q7765	SLC39A12	A	q7765.raw
q7766	ALOX5	q7766	ALOX5	A	q7766.raw
q7769	ZSCAN22	q7769	ZSCAN22	B	q7769.raw
q7772	TXNRD2	q7772	TXNRD2	B	q7772.raw
q7774	FMN1	q7774	FMN1	B	q7774.raw
q7776	CLCC1	q7776	CLCC1	B	q7776.raw
q7777	ANXA11	q7777	ANXA11	B	q7777.raw
q7778	ACVRL1	q7778	ACVRL1	B	q7778.raw
q7779	ACCS	q7779	ACCS	B	q7779.raw
q7780	KCNJ3	q7780	KCNJ3	B	q7780.raw
q7786	SLC20A1	q7786	SLC20A1	A	q7786.raw
q7787	BBS7	q7787	BBS7	A	q7787.raw
q7788	HBS1L	q7788	HBS1L	A	q7788.raw
q7790	DNA2	q7790	DNA2	A	q7790.raw
q7791	ABCG8	q7791	ABCG8	A	q7791.raw
q7794	OAS2	q7794	OAS2	A	q7794.raw
q7795	ATMIN	q7795	ATMIN	A	q7795.raw
q7796	PAK6	q7796	PAK6	A	q7796.raw
q7797	TNXB	q7797	TNXB	A	q7797.raw
q7799	ESRP1	q7799	ESRP1	A	q7799.raw
q7800	SLC25A13	q7800	SLC25A13	A	q7800.raw
q7801	LRRC45	q7801	LRRC45	A	q7801.raw
q7803	GIMAP8	q7803	GIMAP8	A	q7803.raw
q8025	SPG20	q8025	SPG20	A	q8025.raw
q8026	RAD17	q8026	RAD17	A	q8026.raw
q8027	ADRBK1	q8027	ADRBK1	A	q8027.raw
q8028	KBTBD7	q8028	KBTBD7	A	q8028.raw
q8029	SCFD2	q8029	SCFD2	A	q8029.raw
q8030	VILL	q8030	VILL	A	q8030.raw
q8031	TBC1D14	q8031	TBC1D14	A	q8031.raw
q8033	TGM4	q8033	TGM4	A	q8033.raw
q8038	SCEL	q8038	SCEL	A	q8038.raw
q8039	WDTC1	q8039	WDTC1	A	q8039.raw
q8040	SH3KBP1	q8040	SH3KBP1	A	q8040.raw
q8041	RPH3A	q8041	RPH3A	A	q8041.raw
q8042	SYDE1	q8042	SYDE1	A	q8042.raw
q8043	GLB1	q8043	GLB1	A	q8043.raw
q8044	TP63	q8044	TP63	A	q8044.raw
q8045	MPP5	q8045	MPP5	A	q8045.raw
q8046	ALOX15B	q8046	ALOX15B	A	q8046.raw
q8047	FERMT2	q8047	FERMT2	A	q8047.raw
q8065	TGM4	q8065	TGM4	B	q8065.raw
q8070	KBTBD7	q8070	KBTBD7	B	q8070.raw
q8071	ADRBK1	q8071	ADRBK1	B	q8071.raw
q8072	RAD17	q8072	RAD17	B	q8072.raw
q8073	SPG20	q8073	SPG20	B	q8073.raw
