sample_id	raw_file_name	plate	well	replicate_letter	ip_name	bait_name	replicate_group	keep
b5722	b5722.raw	81067	H02	B	b5722	KIAA1456	KIAA1456	Y
b5723	b5723.raw	81067	H01	B	b5723	ZNF707	ZNF707	Y
b5728	b5728.raw	81067	A10	B	b5728	USP38	USP38	Y
b5729	b5729.raw	81067	A09	B	b5729	TRIM16	TRIM16	Y
b5730	b5730.raw	81067	A08	B	b5730	MCAM	MCAM	Y
b5731	b5731.raw	81067	A07	B	b5731	CDCA7L	CDCA7L	Y
b5732	b5732.raw	81067	A06	B	b5732	AHSG	AHSG	Y
b5734	b5734.raw	81067	A04	B	b5734	GABRE	GABRE	Y
b5735	b5735.raw	81067	A03	B	b5735	PSAT1	PSAT1	Y
b5736	b5736.raw	81067	A02	B	b5736	PARVA	PARVA	Y
b5737	b5737.raw	81067	A01	B	b5737	HMBS	HMBS	Y
b5746	b5746.raw	81067	C12	B	b5746	FAM188A	FAM188A	Y
b5747	b5747.raw	81067	C11	B	b5747	B3GNT3	B3GNT3	Y
b5748	b5748.raw	81067	C10	B	b5748	DCTN1	DCTN1	Y
b5749	b5749.raw	81067	C09	B	b5749	IGSF8	IGSF8	Y
b5751	b5751.raw	81067	C07	B	b5751	DLD	DLD	Y
b5752	b5752.raw	81067	C06	B	b5752	AUP1	AUP1	Y
b5753	b5753.raw	81067	C05	B	b5753	IDH3A	IDH3A	Y
b5754	b5754.raw	81067	C04	B	b5754	ARPC1A	ARPC1A	Y
b5756	b5756.raw	81067	C02	B	b5756	USP18	USP18	Y
b5763	b5763.raw	81067	F10	B	b5763	MMRN1	MMRN1	Y
b5764	b5764.raw	81067	F09	B	b5764	PPARD	PPARD	Y
b5765	b5765.raw	81067	F07	B	b5765	MYT1	MYT1	Y
b5766	b5766.raw	81067	F06	B	b5766	PABPC5	PABPC5	Y
b5767	b5767.raw	81067	F05	B	b5767	ANKRD16	ANKRD16	Y
b5769	b5769.raw	81067	F03	B	b5769	TTC23L	TTC23L	Y
b5770	b5770.raw	81067	F02	B	b5770	SDC3	SDC3	Y
b5771	b5771.raw	81067	F01	B	b5771	GRINL1A	GRINL1A	Y
b5776	b5776.raw	81067	G11	B	b5776	PRKAR2B	PRKAR2B	Y
b5777	b5777.raw	81067	G10	B	b5777	GPR52	GPR52	Y
b5778	b5778.raw	81067	G09	B	b5778	HLA-B	HLA-B	Y
b5779	b5779.raw	81067	G07	B	b5779	LMNA	LMNA	Y
b5780	b5780.raw	81067	G06	B	b5780	GMPR2	GMPR2	Y
b5781	b5781.raw	81067	G05	B	b5781	PNMA2	PNMA2	Y
b5783	b5783.raw	81067	G03	B	b5783	POGZ	POGZ	Y
b5784	b5784.raw	81067	G02	B	b5784	GLUL	GLUL	Y
b5785	b5785.raw	81067	G01	B	b5785	H2AFY2	H2AFY2	Y
b5789	b5789.raw	81067	D12	B	b5789	CLEC18A	CLEC18A	Y
b5791	b5791.raw	81067	D08	B	b5791	PHF15	PHF15	Y
b5792	b5792.raw	81067	D07	B	b5792	DNAJC11	DNAJC11	Y
b5793	b5793.raw	81067	D06	B	b5793	ARHGEF10	ARHGEF10	Y
b5794	b5794.raw	81067	D05	B	b5794	RSAD2	RSAD2	Y
b5795	b5795.raw	81067	D04	B	b5795	PARD6B	PARD6B	Y
b5796	b5796.raw	81067	D03	B	b5796	CREB3	CREB3	Y
b5797	b5797.raw	81067	D02	B	b5797	LIPT1	LIPT1	Y
b5798	b5798.raw	81067	D01	B	b5798	HLA-C	HLA-C	Y
b5803	b5803.raw	81067	E11	B	b5803	ADH1C	ADH1C	Y
b5804	b5804.raw	81067	E10	B	b5804	DZIP3	DZIP3	Y
b5805	b5805.raw	81067	E09	B	b5805	TEAD4	TEAD4	Y
b5806	b5806.raw	81067	E08	B	b5806	NT5E	NT5E	Y
b5807	b5807.raw	81067	E07	B	b5807	C8orf45	C8orf45	Y
b5808	b5808.raw	81067	E06	B	b5808	VASP	VASP	Y
b5809	b5809.raw	81067	E05	B	b5809	GPR183	GPR183	Y
b5810	b5810.raw	81067	E03	B	b5810	PEX3	PEX3	Y
b5811	b5811.raw	81067	E02	B	b5811	SLC35C1	SLC35C1	Y
b5812	b5812.raw	81067	E01	B	b5812	SSBP2	SSBP2	Y
b8578	b8578.raw	81096	A12	B	b8578	TBL1Y	TBL1Y	Y
b8579	b8579.raw	81096	A11	B	b8579	ZMYND11	ZMYND11	Y
b8580	b8580.raw	81096	A10	B	b8580	ZNF238	ZNF238	Y
b8581	b8581.raw	81096	A09	B	b8581	SNX1	SNX1	Y
b8582	b8582.raw	81096	A08	B	b8582	POLE2	POLE2	Y
b8583	b8583.raw	81096	A07	B	b8583	ZNF449	ZNF449	Y
b8584	b8584.raw	81096	A06	B	b8584	DYNC1LI1	DYNC1LI1	Y
b8585	b8585.raw	81096	A05	B	b8585	VANGL1	VANGL1	Y
b8586	b8586.raw	81096	A04	B	b8586	CYP4F12	CYP4F12	Y
b8587	b8587.raw	81096	A03	B	b8587	TNK2	TNK2	Y
b8588	b8588.raw	81096	A02	B	b8588	DYRK4	DYRK4	Y
b8589	b8589.raw	81096	A01	B	b8589	DPYS	DPYS	Y
b8593	b8593.raw	81096	B12	B	b8593	TIGD6	TIGD6	Y
b8594	b8594.raw	81096	B11	B	b8594	FBXW11	FBXW11	Y
b8595	b8595.raw	81096	B10	B	b8595	PLXNA4	PLXNA4	Y
b8597	b8597.raw	81096	B08	B	b8597	CAT	CAT	Y
b8598	b8598.raw	81096	B07	B	b8598	TMEM209	TMEM209	Y
b8599	b8599.raw	81096	B06	B	b8599	FAM98A	FAM98A	Y
b8600	b8600.raw	81096	B05	B	b8600	NAB2	NAB2	Y
b8601	b8601.raw	81096	B04	B	b8601	ATP5B	ATP5B	Y
b8603	b8603.raw	81096	B02	B	b8603	MARCO	MARCO	Y
b8604	b8604.raw	81096	B01	B	b8604	TCP11L2	TCP11L2	Y
b8608	b8608.raw	81096	E01	A	b8608	PDE4D	PDE4D	Y
b8609	b8609.raw	81096	E02	A	b8609	FLVCR2	FLVCR2	Y
b8610	b8610.raw	81096	E03	A	b8610	WHSC2	WHSC2	Y
b8611	b8611.raw	81096	E05	A	b8611	LAP3	LAP3	Y
b8612	b8612.raw	81096	E07	A	b8612	CDC16	CDC16	Y
b8613	b8613.raw	81096	E08	A	b8613	C17orf53	C17orf53	Y
b8614	b8614.raw	81096	E09	A	b8614	ASB3	ASB3	Y
b8615	b8615.raw	81096	E10	A	b8615	OMA1	OMA1	Y
b8616	b8616.raw	81096	E11	A	b8616	ALPI	ALPI	Y
b8617	b8617.raw	81096	E12	A	b8617	VNN2	VNN2	Y
b8621	b8621.raw	81096	F02	A	b8621	SYNCRIP	SYNCRIP	Y
b8623	b8623.raw	81096	F05	A	b8623	ACCN2	ACCN2	Y
b8624	b8624.raw	81096	F06	A	b8624	OCLN	OCLN	Y
b8625	b8625.raw	81096	F08	A	b8625	ATG9A	ATG9A	Y
b8626	b8626.raw	81096	F09	A	b8626	PDZK1	PDZK1	Y
b8627	b8627.raw	81096	F10	A	b8627	SLC1A1	SLC1A1	Y
b8628	b8628.raw	81096	F11	A	b8628	UGT2A3	UGT2A3	Y
b8629	b8629.raw	81096	F12	A	b8629	USP3	USP3	Y
b8633	b8633.raw	81096	C12	B	b8633	VANGL2	VANGL2	Y
b8634	b8634.raw	81096	C11	B	b8634	SIAE	SIAE	Y
b8635	b8635.raw	81096	C10	B	b8635	CDK17	CDK17	Y
b8636	b8636.raw	81096	C09	B	b8636	CORO2A	CORO2A	Y
b8637	b8637.raw	81096	C08	B	b8637	ZNF572	ZNF572	Y
b8647	b8647.raw	81096	D12	B	b8647	PNLDC1	PNLDC1	Y
b8649	b8649.raw	81096	D08	B	b8649	APEX2	APEX2	Y
b8650	b8650.raw	81096	D09	B	b8650	MFSD8	MFSD8	Y
b8651	b8651.raw	81096	D07	B	b8651	LRRTM1	LRRTM1	Y
b8652	b8652.raw	81096	D06	B	b8652	ZNF768	ZNF768	Y
b8653	b8653.raw	81096	D05	B	b8653	PFKFB3	PFKFB3	Y
b8654	b8654.raw	81096	D04	B	b8654	NHEDC2	NHEDC2	Y
b8655	b8655.raw	81096	D03	B	b8655	GPR114	GPR114	Y
b8656	b8656.raw	81096	D02	B	b8656	TBX22	TBX22	Y
b8657	b8657.raw	81096	D01	B	b8657	CAMKK1	CAMKK1	Y
b8659	b8659.raw	81096	G11	B	b8659	ALPL	ALPL	Y
b8661	b8661.raw	81096	G09	B	b8661	OXCT1	OXCT1	Y
b8662	b8662.raw	81096	G08	B	b8662	FBXO7	FBXO7	Y
b8663	b8663.raw	81096	G07	B	b8663	ZNF454	ZNF454	Y
b8667	b8667.raw	81096	G03	B	b8667	QRSL1	QRSL1	Y
b8669	b8669.raw	81096	G01	B	b8669	KBTBD4	KBTBD4	Y
b8672	b8672.raw	81096	H11	B	b8672	UGT3A2	UGT3A2	Y
b8673	b8673.raw	81096	H10	B	b8673	MAOA	MAOA	Y
b8675	b8675.raw	81096	H08	B	b8675	PRPF4	PRPF4	Y
b8679	b8679.raw	81096	H03	B	b8679	GPR161	GPR161	Y
b8680	b8680.raw	81096	H02	B	b8680	HEXA	HEXA	Y
b8681	b8681.raw	81096	H01	B	b8681	C16orf71	C16orf71	Y
b8687	b8687.raw	81096	C06	B	b8687	TULP2	TULP2	Y
b8688	b8688.raw	81096	C05	B	b8688	DEPDC1	DEPDC1	Y
b8690	b8690.raw	81096	C03	B	b8690	BAIAP2	BAIAP2	Y
b8691	b8691.raw	81096	C02	B	b8691	DCT	DCT	Y
b8692	b8692.raw	81096	C01	B	b8692	CREB3L1	CREB3L1	Y
b9103	b9103.raw	81045PEI	B01	A	b9103	YAF2	YAF2	Y
b9104	b9104.raw	81045PEI	B02	A	b9104	GJB7	GJB7	Y
b9105	b9105.raw	81045PEI	B03	A	b9105	RIT1	RIT1	Y
b9106	b9106.raw	81045PEI	B04	A	b9106	TMEM182	TMEM182	Y
b9107	b9107.raw	81045PEI	B06	A	b9107	IFNW1	IFNW1	Y
b9108	b9108.raw	81045PEI	B07	A	b9108	RAB41	RAB41	Y
b9109	b9109.raw	81045PEI	B08	A	b9109	DTD1	DTD1	Y
b9110	b9110.raw	81045PEI	B09	A	b9110	RAB5C	RAB5C	Y
b9112	b9112.raw	81045PEI	B11	A	b9112	IL22RA2	IL22RA2	Y
b9113	b9113.raw	81045PEI	B12	A	b9113	NEK2	NEK2	Y
b9117	b9117.raw	81045PEI	F02	A	b9117	SCN3B	SCN3B	Y
b9118	b9118.raw	81045PEI	F04	A	b9118	HTR3D	HTR3D	Y
b9119	b9119.raw	81045PEI	F05	A	b9119	C9orf139	C9orf139	Y
b9120	b9120.raw	81045PEI	F06	A	b9120	IL29	IL29	Y
b9121	b9121.raw	81045PEI	F07	A	b9121	BCL7A	BCL7A	Y
b9122	b9122.raw	81045PEI	F08	A	b9122	BAG2	BAG2	Y
b9123	b9123.raw	81045PEI	F09	A	b9123	ARHGEF38	ARHGEF38	Y
b9124	b9124.raw	81045PEI	F10	A	b9124	SULT1C4	SULT1C4	Y
b9125	b9125.raw	81045PEI	F11	A	b9125	CNTF	CNTF	Y
b9129	b9129.raw	81045PEI	D07	B	b9129	RABL2A	RABL2A	Y
b9130	b9130.raw	81045PEI	D05	B	b9130	IFNA1	IFNA1	Y
b9131	b9131.raw	81045PEI	D04	B	b9131	LHFPL4	LHFPL4	Y
b9132	b9132.raw	81045PEI	D03	B	b9132	C16orf54	C16orf54	Y
b9133	b9133.raw	81045PEI	D02	B	b9133	RECK	RECK	Y
b9134	b9134.raw	81045PEI	D01	B	b9134	C10orf107	C10orf107	Y
b9136	b9136.raw	81045PEI	A11	B	b9136	UBAC2	UBAC2	Y
b9137	b9137.raw	81045PEI	A10	B	b9137	PRR20A	PRR20A	Y
b9138	b9138.raw	81045PEI	A09	B	b9138	TM2D2	TM2D2	Y
b9139	b9139.raw	81045PEI	A07	B	b9139	LIM2	LIM2	Y
b9141	b9141.raw	81045PEI	A04	B	b9141	EXOG	EXOG	Y
b9143	b9143.raw	81045PEI	A02	B	b9143	RAB28	RAB28	Y
b9144	b9144.raw	81045PEI	A01	B	b9144	ZNF428	ZNF428	Y
b9149	b9149.raw	81045PEI	E11	B	b9149	OAZ3	OAZ3	Y
b9151	b9151.raw	81045PEI	E09	B	b9151	HIST1H1E	HIST1H1E	Y
b9152	b9152.raw	81045PEI	E08	B	b9152	CRYBB3	CRYBB3	Y
b9165	b9165.raw	81045PEI	E02	B	b9165	PRR16	PRR16	Y
b9166	b9166.raw	81045PEI	E01	B	b9166	NKAIN4	NKAIN4	Y
b9168	b9168.raw	81045PEI	H02	A	b9168	C11orf85	C11orf85	Y
b9169	b9169.raw	81045PEI	H03	A	b9169	CD79A	CD79A	Y
b9170	b9170.raw	81045PEI	H04	A	b9170	TICAM2	TICAM2	Y
b9171	b9171.raw	81045PEI	H05	A	b9171	BCL2L2	BCL2L2	Y
b9172	b9172.raw	81045PEI	H07	A	b9172	C9orf106	C9orf106	Y
b9173	b9173.raw	81045PEI	H08	A	b9173	C3orf43	C3orf43	Y
b9174	b9174.raw	81045PEI	H09	A	b9174	C18orf21	C18orf21	Y
b9175	b9175.raw	81045PEI	H10	A	b9175	C19orf39	C19orf39	Y
b9176	b9176.raw	81045PEI	H11	A	b9176	REEP1	REEP1	Y
b9187	b9187.raw	81045PEI	G10	B	b9187	ASB14	ASB14	Y
b9188	b9188.raw	81045PEI	G07	B	b9188	OFCC1	OFCC1	Y
b9189	b9189.raw	81045PEI	G04	B	b9189	SYNGR4	SYNGR4	Y
b9190	b9190.raw	81045PEI	G03	B	b9190	C12orf69	C12orf69	Y
b9193	b9193.raw	81045PEI	D11	B	b9193	RWDD4	RWDD4	Y
b9195	b9195.raw	81045PEI	D08	B	b9195	ZNF586	ZNF586	Y
b9213	b9213.raw	81094	C03	A	b9213	FGFRL1	FGFRL1	Y
b9216	b9216.raw	81094	C07	A	b9216	PRCC	PRCC	Y
b9217	b9217.raw	81094	C09	A	b9217	GCM2	GCM2	Y
b9218	b9218.raw	81094	C12	A	b9218	SASS6	SASS6	Y
b9222	b9222.raw	81094	D02	A	b9222	NMD3	NMD3	Y
b9223	b9223.raw	81094	D04	A	b9223	ZNF512	ZNF512	Y
b9224	b9224.raw	81094	D06	A	b9224	ATF2	ATF2	Y
b9225	b9225.raw	81094	D07	A	b9225	USP14	USP14	Y
b9226	b9226.raw	81094	D08	A	b9226	PRPF19	PRPF19	Y
b9227	b9227.raw	81094	D09	A	b9227	TBC1D22B	TBC1D22B	Y
b9228	b9228.raw	81094	D10	A	b9228	PRPF31	PRPF31	Y
b9229	b9229.raw	81094	D11	A	b9229	FSCN2	FSCN2	Y
b9230	b9230.raw	81094	D12	A	b9230	RSL1D1	RSL1D1	Y
b9233	b9233.raw	81094	E01	A	b9233	ZC3HC1	ZC3HC1	Y
b9234	b9234.raw	81094	E02	A	b9234	EPB41L5	EPB41L5	Y
b9235	b9235.raw	81094	E04	A	b9235	LIPG	LIPG	Y
b9236	b9236.raw	81094	E05	A	b9236	AGXT2L1	AGXT2L1	Y
b9237	b9237.raw	81094	E06	A	b9237	CAMKV	CAMKV	Y
b9238	b9238.raw	81094	E07	A	b9238	ZSCAN5A	ZSCAN5A	Y
b9239	b9239.raw	81094	E08	A	b9239	FAM114A2	FAM114A2	Y
b9240	b9240.raw	81094	E09	A	b9240	TTC7A	TTC7A	Y
b9241	b9241.raw	81094	E10	A	b9241	LIPC	LIPC	Y
b9242	b9242.raw	81094	E11	A	b9242	ZNF517	ZNF517	Y
b9243	b9243.raw	81094	E12	A	b9243	PRKAG3	PRKAG3	Y
b9247	b9247.raw	81094	F09	B	b9247	AMIGO3	AMIGO3	Y
b9248	b9248.raw	81094	F08	B	b9248	HARS2	HARS2	Y
b9249	b9249.raw	81094	F07	B	b9249	CDC20	CDC20	Y
b9250	b9250.raw	81094	F05	B	b9250	SLC2A6	SLC2A6	Y
b9251	b9251.raw	81094	F04	B	b9251	WASL	WASL	Y
b9252	b9252.raw	81094	F03	B	b9252	PSMD5	PSMD5	Y
b9253	b9253.raw	81094	F02	B	b9253	KLHL29	KLHL29	Y
b9254	b9254.raw	81094	F01	B	b9254	ALDH1L1	ALDH1L1	Y
b9257	b9257.raw	81094	H02	A	b9257	CYP2S1	CYP2S1	Y
b9258	b9258.raw	81094	H03	A	b9258	PNPLA2	PNPLA2	Y
b9259	b9259.raw	81094	H04	A	b9259	TEKT3	TEKT3	Y
b9260	b9260.raw	81094	H05	A	b9260	CCDC88C	CCDC88C	Y
b9262	b9262.raw	81094	H07	A	b9262	SLC2A5	SLC2A5	Y
b9264	b9264.raw	81094	H09	A	b9264	UBAP1	UBAP1	Y
b9265	b9265.raw	81094	H10	A	b9265	NEU4	NEU4	Y
b9354	b9354.raw	81110	B01	A	b9354	RNF6	RNF6	Y
b9355	b9355.raw	81110	B02	A	b9355	NCSTN	NCSTN	Y
b9356	b9356.raw	81110	B04	A	b9356	ACSBG2	ACSBG2	Y
b9357	b9357.raw	81110	B05	A	b9357	KIF2B	KIF2B	Y
b9358	b9358.raw	81110	B06	A	b9358	BMX	BMX	Y
b9359	b9359.raw	81110	B07	A	b9359	LZTS2	LZTS2	Y
b9360	b9360.raw	81110	B08	A	b9360	DPYSL3	DPYSL3	Y
b9361	b9361.raw	81110	B10	A	b9361	FANCM	FANCM	Y
b9362	b9362.raw	81110	B11	A	b9362	PRDM1	PRDM1	Y
b9363	b9363.raw	81110	B12	A	b9363	PLK1S1	PLK1S1	Y
b9366	b9366.raw	81110	A12	B	b9366	ALOX5	ALOX5	Y
b9367	b9367.raw	81110	A11	B	b9367	SLC39A12	SLC39A12	Y
b9369	b9369.raw	81110	A08	B	b9369	VASN	VASN	Y
b9370	b9370.raw	81110	A07	B	b9370	KIF22	KIF22	Y
b9371	b9371.raw	81110	A06	B	b9371	FLRT1	FLRT1	Y
b9372	b9372.raw	81110	A05	B	b9372	NALCN	NALCN	Y
b9373	b9373.raw	81110	A03	B	b9373	LIMK2	LIMK2	Y
b9374	b9374.raw	81110	A02	B	b9374	FAM190A	FAM190A	Y
b9375	b9375.raw	81110	A01	B	b9375	FAM189B	FAM189B	Y
b9379	b9379.raw	81110	D02	A	b9379	CD6	CD6	Y
b9380	b9380.raw	81110	D03	A	b9380	CIRH1A	CIRH1A	Y
